dataset,method,canonical_method,graph_seed,training_seed,semantic_structural_storage_ratio,support_node_ratio,support_edge_ratio,total_node_ratio,total_edge_ratio,hgb_raw_file_byte_ratio,effective_total_byte_ratio,preprocessed_cache_byte_ratio,node_dat_bytes,link_dat_bytes,label_dat_bytes,label_test_dat_bytes,info_dat_bytes,metadata_bytes,feature_sidecar_bytes,feature_sidecar_metadata_bytes,preprocessed_cache_bytes,export_total_bytes,native_full_total_bytes,structural_storage50_pass,structural_storage40_pass,structural_storage30_pass,structural_storage20_pass,raw_hgb_byte50_pass,raw_hgb_byte30_pass,effective_byte50_pass,effective_byte30_pass,cache_byte50_pass,cache_byte30_pass,official_sehgnn_unmodified,adapter_family,eligible_for_main_decision
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,1,2,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371001303195576,0.5371001303195576,,69273997,1268746,16378,38200,0,305742,0,0,0,70903063,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,1,3,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371001303195576,0.5371001303195576,,69273997,1268746,16378,38200,0,305742,0,0,0,70903063,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,2,1,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371005924026688,0.5371005924026688,,69273997,1268807,16378,38200,0,305742,0,0,0,70903124,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,2,2,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371005924026688,0.5371005924026688,,69273997,1268807,16378,38200,0,305742,0,0,0,70903124,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,2,3,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371005924026688,0.5371005924026688,,69273997,1268807,16378,38200,0,305742,0,0,0,70903124,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,3,1,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371006075529348,0.5371006075529348,,69273997,1268809,16378,38200,0,305742,0,0,0,70903126,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,3,2,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371006075529348,0.5371006075529348,,69273997,1268809,16378,38200,0,305742,0,0,0,70903126,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,H6-dir-AP100-PA50-PTTP30-PVVP100,3,3,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371006075529348,0.5371006075529348,,69273997,1268809,16378,38200,0,305742,0,0,0,70903126,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,1,1,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371009484339185,0.5371009484339185,,69273997,1268854,16378,38200,0,305742,0,0,0,70903171,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,1,2,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371009484339185,0.5371009484339185,,69273997,1268854,16378,38200,0,305742,0,0,0,70903171,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,1,3,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371009484339185,0.5371009484339185,,69273997,1268854,16378,38200,0,305742,0,0,0,70903171,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,2,1,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.537100281822217,0.537100281822217,,69273997,1268766,16378,38200,0,305742,0,0,0,70903083,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,2,2,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.537100281822217,0.537100281822217,,69273997,1268766,16378,38200,0,305742,0,0,0,70903083,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,2,3,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.537100281822217,0.537100281822217,,69273997,1268766,16378,38200,0,305742,0,0,0,70903083,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,3,1,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371010014598493,0.5371010014598493,,69273997,1268861,16378,38200,0,305742,0,0,0,70903178,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,3,2,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371010014598493,0.5371010014598493,,69273997,1268861,16378,38200,0,305742,0,0,0,70903178,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-AP50-PA100-PTTP30-PVVP100,H6-dir-AP50-PA100-PTTP30-PVVP100,3,3,0.3392398774530099,0.30003171582619725,0.3316622559127756,0.40871861604409065,0.3316622559127756,0.5371010014598493,0.5371010014598493,,69273997,1268861,16378,38200,0,305742,0,0,0,70903178,132010884,True,True,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,1,1,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570259706768,0.5418570259706768,,69273997,1896709,16378,38200,0,305741,0,0,0,71531025,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,1,2,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570259706768,0.5418570259706768,,69273997,1896709,16378,38200,0,305741,0,0,0,71531025,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,1,3,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570259706768,0.5418570259706768,,69273997,1896709,16378,38200,0,305741,0,0,0,71531025,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,2,1,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570259706768,0.5418570259706768,,69273997,1896709,16378,38200,0,305741,0,0,0,71531025,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,2,2,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570259706768,0.5418570259706768,,69273997,1896709,16378,38200,0,305741,0,0,0,71531025,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,2,3,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570259706768,0.5418570259706768,,69273997,1896709,16378,38200,0,305741,0,0,0,71531025,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,3,1,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570259706768,0.5418570259706768,,69273997,1896709,16378,38200,0,305741,0,0,0,71531025,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,3,2,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570259706768,0.5418570259706768,,69273997,1896709,16378,38200,0,305741,0,0,0,71531025,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT100-TP00-PVVP100,H6-dir-APPA100-PT100-TP00-PVVP100,3,3,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570259706768,0.5418570259706768,,69273997,1896709,16378,38200,0,305741,0,0,0,71531025,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,1,1,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570335458097,0.5418570335458097,,69273997,1896710,16378,38200,0,305741,0,0,0,71531026,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,1,2,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570335458097,0.5418570335458097,,69273997,1896710,16378,38200,0,305741,0,0,0,71531026,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,1,3,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570335458097,0.5418570335458097,,69273997,1896710,16378,38200,0,305741,0,0,0,71531026,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,2,1,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570335458097,0.5418570335458097,,69273997,1896710,16378,38200,0,305741,0,0,0,71531026,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,2,2,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570335458097,0.5418570335458097,,69273997,1896710,16378,38200,0,305741,0,0,0,71531026,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,2,3,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570335458097,0.5418570335458097,,69273997,1896710,16378,38200,0,305741,0,0,0,71531026,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,3,1,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570335458097,0.5418570335458097,,69273997,1896710,16378,38200,0,305741,0,0,0,71531026,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,3,2,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570335458097,0.5418570335458097,,69273997,1896710,16378,38200,0,305741,0,0,0,71531026,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT00-TP100-PVVP100,H6-dir-APPA100-PT00-TP100-PVVP100,3,3,0.4876737901495706,0.30003171582619725,0.4962849486154129,0.40871861604409065,0.4962849486154129,0.5418570335458097,0.5418570335458097,,69273997,1896710,16378,38200,0,305741,0,0,0,71531026,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,H6-dir-APPA100-PT50-TP20-PVVP100,1,1,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390648471076067,0.5390648471076067,,69273997,1528109,16378,38200,0,305743,0,0,0,71162427,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,H6-dir-APPA100-PT50-TP20-PVVP100,1,2,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390648471076067,0.5390648471076067,,69273997,1528109,16378,38200,0,305743,0,0,0,71162427,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,H6-dir-APPA100-PT50-TP20-PVVP100,1,3,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390648471076067,0.5390648471076067,,69273997,1528109,16378,38200,0,305743,0,0,0,71162427,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,H6-dir-APPA100-PT50-TP20-PVVP100,2,1,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.539064756206011,0.539064756206011,,69273997,1528097,16378,38200,0,305743,0,0,0,71162415,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,H6-dir-APPA100-PT50-TP20-PVVP100,2,2,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.539064756206011,0.539064756206011,,69273997,1528097,16378,38200,0,305743,0,0,0,71162415,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,H6-dir-APPA100-PT50-TP20-PVVP100,2,3,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.539064756206011,0.539064756206011,,69273997,1528097,16378,38200,0,305743,0,0,0,71162415,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,H6-dir-APPA100-PT50-TP20-PVVP100,3,1,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390650137605321,0.5390650137605321,,69273997,1528131,16378,38200,0,305743,0,0,0,71162449,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,H6-dir-APPA100-PT50-TP20-PVVP100,3,2,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390650137605321,0.5390650137605321,,69273997,1528131,16378,38200,0,305743,0,0,0,71162449,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT50-TP20-PVVP100,H6-dir-APPA100-PT50-TP20-PVVP100,3,3,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390650137605321,0.5390650137605321,,69273997,1528131,16378,38200,0,305743,0,0,0,71162449,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,H6-dir-APPA100-PT20-TP50-PVVP100,1,1,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390649531594682,0.5390649531594682,,69273997,1528123,16378,38200,0,305743,0,0,0,71162441,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,H6-dir-APPA100-PT20-TP50-PVVP100,1,2,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390649531594682,0.5390649531594682,,69273997,1528123,16378,38200,0,305743,0,0,0,71162441,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,H6-dir-APPA100-PT20-TP50-PVVP100,1,3,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390649531594682,0.5390649531594682,,69273997,1528123,16378,38200,0,305743,0,0,0,71162441,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,H6-dir-APPA100-PT20-TP50-PVVP100,2,1,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390648016568088,0.5390648016568088,,69273997,1528103,16378,38200,0,305743,0,0,0,71162421,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,H6-dir-APPA100-PT20-TP50-PVVP100,2,2,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390648016568088,0.5390648016568088,,69273997,1528103,16378,38200,0,305743,0,0,0,71162421,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,H6-dir-APPA100-PT20-TP50-PVVP100,2,3,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390648016568088,0.5390648016568088,,69273997,1528103,16378,38200,0,305743,0,0,0,71162421,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,H6-dir-APPA100-PT20-TP50-PVVP100,3,1,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390648395324737,0.5390648395324737,,69273997,1528108,16378,38200,0,305743,0,0,0,71162426,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,H6-dir-APPA100-PT20-TP50-PVVP100,3,2,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390648395324737,0.5390648395324737,,69273997,1528108,16378,38200,0,305743,0,0,0,71162426,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PT20-TP50-PVVP100,H6-dir-APPA100-PT20-TP50-PVVP100,3,3,0.401013948376704,0.30003171582619725,0.40017364734561667,0.40871861604409065,0.40017364734561667,0.5390648395324737,0.5390648395324737,,69273997,1528108,16378,38200,0,305743,0,0,0,71162426,132010884,True,False,False,False,False,False,False,False,,,True,,True
DBLP,H6-dir-APPA100-PTTP30-PV100-VP00,H6-dir-APPA100-PTTP30-PV100-VP00,1,1,0.3585854403938365,0.30003171582619725,0.353117721212526,0.40871861604409065,0.353117721212526,0.5376707575111761,0.5376707575111761,,69273997,1344077,16378,38200,0,305740,0,0,0,70978392,132010884,True,True,False,False,False,False,False,False,,,True,,True
