export_dir,dataset,method,seed,node_type_mapping,relation_id_mapping,target_type,target_count,train_count,val_count,test_count,node_count_by_type,edge_count_by_relation,feature_shapes_by_type,labels_format,split_mode,mapping_bijective,split_disjoint,all_train_val_test_target_ids_preserved,no_target_duplicates,no_test_label_export_leakage,relation_order_matches_official,node_type_order_matches_official,can_load_with_official_data_loader,preserve_target_ids,data_root,dataset_dir,file_list_hash,node_dat_exists,link_dat_exists,label_dat_exists,label_dat_test_exists,node_dat_line_count,link_dat_line_count,label_dat_line_count,label_dat_test_line_count,num_classes,trainval_count,label_shape,official_data_loader_error,canonical_method,graph_seed
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP00-PA100-PTTP30-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 1, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,c93f65e8102a76f581f786eee07a64a72c3b48af6da17afb269ea5fb85ebfeab,True,True,True,True,10679,70719,1217,2840,4,1217,single,,H6-dir-AP00-PA100-PTTP30-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP00-PA100-PTTP30-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 1, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,c93f65e8102a76f581f786eee07a64a72c3b48af6da17afb269ea5fb85ebfeab,True,True,True,True,10679,70719,1217,2840,4,1217,single,,H6-dir-AP00-PA100-PTTP30-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP00-PA100-PTTP30-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 1, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,0fe6ceb67e80c1cc854a7c302a10d06054275c859cd74ca9211ced6163cda966,True,True,True,True,10679,70719,1217,2840,4,1217,single,,H6-dir-AP00-PA100-PTTP30-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP00-PA100-PTTP30-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 1, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,0fe6ceb67e80c1cc854a7c302a10d06054275c859cd74ca9211ced6163cda966,True,True,True,True,10679,70719,1217,2840,4,1217,single,,H6-dir-AP00-PA100-PTTP30-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP00-PA100-PTTP30-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 1, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,0fe6ceb67e80c1cc854a7c302a10d06054275c859cd74ca9211ced6163cda966,True,True,True,True,10679,70719,1217,2840,4,1217,single,,H6-dir-AP00-PA100-PTTP30-PVVP100,2
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP00-PA100-PTTP30-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 1, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,a0b7f6f6484d2c08f08bb02ff1203bf261bb4dbd500743e43a0ea23f04a70ad9,True,True,True,True,10679,70719,1217,2840,4,1217,single,,H6-dir-AP00-PA100-PTTP30-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP00-PA100-PTTP30-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 1, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,a0b7f6f6484d2c08f08bb02ff1203bf261bb4dbd500743e43a0ea23f04a70ad9,True,True,True,True,10679,70719,1217,2840,4,1217,single,,H6-dir-AP00-PA100-PTTP30-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP00-PA100-PTTP30-PVVP100,3,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 1, ""1"": 17474, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_3\export\DBLP\3\H6-dir-AP00-PA100-PTTP30-PVVP100\official_trainval\DBLP,a0b7f6f6484d2c08f08bb02ff1203bf261bb4dbd500743e43a0ea23f04a70ad9,True,True,True,True,10679,70719,1217,2840,4,1217,single,,H6-dir-AP00-PA100-PTTP30-PVVP100,3
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 8737, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,a2fc18a3cfa5d9204855815e2045015031bc866f0cd3c343295024ada56acf43,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP100-PA50-PTTP30-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 8737, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,a2fc18a3cfa5d9204855815e2045015031bc866f0cd3c343295024ada56acf43,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP100-PA50-PTTP30-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,1,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 8737, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_1\export\DBLP\1\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,a2fc18a3cfa5d9204855815e2045015031bc866f0cd3c343295024ada56acf43,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP100-PA50-PTTP30-PVVP100,1
results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,DBLP,H6-dir-AP100-PA50-PTTP30-PVVP100,2,"{'A': 0, 'P': 1, 'T': 2, 'V': 3}","{'AP': 0, 'PA': 1, 'PT': 2, 'PV': 3, 'TP': 4, 'VP': 5}",A,4057,1217,0,2840,"{""0"": 4057, ""1"": 3582, ""2"": 3020, ""3"": 20}","{""0"": 17474, ""1"": 8737, ""2"": 23024, ""3"": 3598, ""4"": 23024, ""5"": 3598}","{""0"": [334], ""1"": [4231], ""2"": [50]}",single,official_trainval,True,True,True,True,True,True,True,True,True,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval,results\gate21_4_directionality_ablation\exports\DBLP\graph_seed_2\export\DBLP\2\H6-dir-AP100-PA50-PTTP30-PVVP100\official_trainval\DBLP,ae66fe046f7cb815594e885f12b9e0c4b86eb6502064a40aa1ae5f39b45de9e8,True,True,True,True,10679,79455,1217,2840,4,1217,single,,H6-dir-AP100-PA50-PTTP30-PVVP100,2
