dataset,method,graph_seed,training_seed,official_hgb_exported,official_sehgnn_unmodified,attempted_official_sehgnn_run,training_executed,success,failure_type,failure_reason,test_micro_f1,test_macro_f1,validation_micro_f1,validation_macro_f1,recovery_vs_native_full_micro,recovery_vs_native_full_macro,selector_input_semantics,uses_test_metrics_for_selection,selection_config_hash,source_gate,method_family,protocol_family,schema_compatible,target_preserving,uses_adapter_loader,uses_synthetic_nodes,uses_weighted_superedges,eligible_for_official_main_table,eligible_for_adapter_table,eligible_for_external_tp_table,eligible_for_standard_condensation_table,eligible_for_decision,diagnostic_only,uses_test_labels_for_selection,no_test_metric_used_for_selection,no_test_leakage,support_node_ratio,support_edge_ratio,structural_storage_ratio,raw_hgb_text_byte_ratio,preprocessed_cache_byte_ratio,static_inference_package_ratio,transform_recipe_package_ratio,reconstructable_package_ratio
ACM,export-full,1,3,True,True,True,True,True,,,0.9372050000000001,0.938053,0.939227,0.9379550000000001,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,b106e17cac5ddbd56fc91a105842e528757a4b8ba4b800eea51f7d696d820439,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
ACM,export-full,1,4,True,True,True,True,True,,,0.9357880000000001,0.9364969999999999,0.955801,0.952453,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,b106e17cac5ddbd56fc91a105842e528757a4b8ba4b800eea51f7d696d820439,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
ACM,export-full,1,5,True,True,True,True,True,,,0.945231,0.945808,0.9502760000000001,0.949863,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,b106e17cac5ddbd56fc91a105842e528757a4b8ba4b800eea51f7d696d820439,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
ACM,H6-node30,1,1,True,True,True,False,False,failed_runtime,"Traceback (most recent call last):
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 588, in <module>
    main(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 22, in main
    g, adjs, init_labels, num_classes, dl, trainval_nid, test_nid = load_dataset(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\utils.py"", line 383, in load_dataset
    assert torch.all(row == PK.storage.row()) and torch.all(col == PK.storage.col())
RuntimeError: The size of tensor a (255619) must match the size of tensor b (213104) at non-singleton dimension 0",,,,,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,74bc1961f46de101889cfe567978ebef97ed1aa38116f66fd6f2fb32516f5db8,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,H6-node30,1,2,True,True,True,False,False,failed_runtime,"Traceback (most recent call last):
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 588, in <module>
    main(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 22, in main
    g, adjs, init_labels, num_classes, dl, trainval_nid, test_nid = load_dataset(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\utils.py"", line 383, in load_dataset
    assert torch.all(row == PK.storage.row()) and torch.all(col == PK.storage.col())
RuntimeError: The size of tensor a (255619) must match the size of tensor b (213104) at non-singleton dimension 0",,,,,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,74bc1961f46de101889cfe567978ebef97ed1aa38116f66fd6f2fb32516f5db8,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,H6-node30,1,3,True,True,True,False,False,failed_runtime,"Traceback (most recent call last):
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 588, in <module>
    main(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 22, in main
    g, adjs, init_labels, num_classes, dl, trainval_nid, test_nid = load_dataset(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\utils.py"", line 383, in load_dataset
    assert torch.all(row == PK.storage.row()) and torch.all(col == PK.storage.col())
RuntimeError: The size of tensor a (255619) must match the size of tensor b (213104) at non-singleton dimension 0",,,,,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,74bc1961f46de101889cfe567978ebef97ed1aa38116f66fd6f2fb32516f5db8,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,H6-node30,1,4,True,True,True,False,False,failed_runtime,"Traceback (most recent call last):
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 588, in <module>
    main(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 22, in main
    g, adjs, init_labels, num_classes, dl, trainval_nid, test_nid = load_dataset(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\utils.py"", line 383, in load_dataset
    assert torch.all(row == PK.storage.row()) and torch.all(col == PK.storage.col())
RuntimeError: The size of tensor a (255619) must match the size of tensor b (213104) at non-singleton dimension 0",,,,,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,74bc1961f46de101889cfe567978ebef97ed1aa38116f66fd6f2fb32516f5db8,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,H6-node30,1,5,True,True,True,False,False,failed_runtime,"Traceback (most recent call last):
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 588, in <module>
    main(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\main.py"", line 22, in main
    g, adjs, init_labels, num_classes, dl, trainval_nid, test_nid = load_dataset(args)
  File ""D:\HeSF-Coarsen\external\SeHGNN\hgb\utils.py"", line 383, in load_dataset
    assert torch.all(row == PK.storage.row()) and torch.all(col == PK.storage.col())
RuntimeError: The size of tensor a (255619) must match the size of tensor b (213104) at non-singleton dimension 0",,,,,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,74bc1961f46de101889cfe567978ebef97ed1aa38116f66fd6f2fb32516f5db8,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,random-edge-relation-wise,1,1,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,e0669f667c3ed421293ed2e206c2c1457d03e072dea6d405a49f0e6bdec9f7c6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,random-edge-relation-wise,1,2,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,e0669f667c3ed421293ed2e206c2c1457d03e072dea6d405a49f0e6bdec9f7c6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,random-edge-relation-wise,1,3,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,e0669f667c3ed421293ed2e206c2c1457d03e072dea6d405a49f0e6bdec9f7c6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,random-edge-relation-wise,1,4,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,e0669f667c3ed421293ed2e206c2c1457d03e072dea6d405a49f0e6bdec9f7c6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,random-edge-relation-wise,1,5,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,e0669f667c3ed421293ed2e206c2c1457d03e072dea6d405a49f0e6bdec9f7c6,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,1,1,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,1,2,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,1,3,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,1,4,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural30,1,5,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9ecdab52c5781b4c4203d7c79133882a3deffd499f416110096ae4f1da23d835,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,1,1,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,1,2,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,1,3,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,1,4,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,HeSF-RCS-auto structural20,1,5,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7443684e26fa9c675f1753eb1e5442e1a041908f15c59e27efb2c5566cda6d39,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,1,1,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,1,2,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,1,3,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,1,4,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
ACM,best available external TP baseline,1,5,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,6b6ad2908286f01ab4e2ac2810f6a30a428bcbc105cf3f156914e4ee8608d205,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,full-native,1,1,True,True,True,True,True,,,0.6993510000000001,0.67012,0.6915,0.666839,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7a4c04cb63c72d8b06a202dd627c9cae1b3ca32d1c620ec78580251cfc850b0b,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,full-native,1,2,True,True,True,True,True,,,0.6920350000000001,0.6652809999999999,0.672397,0.644878,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7a4c04cb63c72d8b06a202dd627c9cae1b3ca32d1c620ec78580251cfc850b0b,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,full-native,1,3,True,True,True,True,True,,,0.693506,0.666632,0.6879559999999999,0.66159,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7a4c04cb63c72d8b06a202dd627c9cae1b3ca32d1c620ec78580251cfc850b0b,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,full-native,1,4,True,True,True,True,True,,,0.7031810000000001,0.677357,0.691176,0.675651,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7a4c04cb63c72d8b06a202dd627c9cae1b3ca32d1c620ec78580251cfc850b0b,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,full-native,1,5,True,True,True,True,True,,,0.701797,0.676986,0.702457,0.678566,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,7a4c04cb63c72d8b06a202dd627c9cae1b3ca32d1c620ec78580251cfc850b0b,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,export-full,1,1,True,True,True,True,True,,,0.6993510000000001,0.67012,0.6915,0.666839,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,457c105631d8fe90d22282a2701b18ae3fc6ac5656171a42585088281e1c3d8c,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,export-full,1,2,True,True,True,True,True,,,0.6920350000000001,0.6652809999999999,0.672397,0.644878,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,457c105631d8fe90d22282a2701b18ae3fc6ac5656171a42585088281e1c3d8c,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,export-full,1,3,True,True,True,True,True,,,0.693506,0.666632,0.6879559999999999,0.66159,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,457c105631d8fe90d22282a2701b18ae3fc6ac5656171a42585088281e1c3d8c,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,export-full,1,4,True,True,True,True,True,,,0.7031810000000001,0.677357,0.691176,0.675651,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,457c105631d8fe90d22282a2701b18ae3fc6ac5656171a42585088281e1c3d8c,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,export-full,1,5,True,True,True,True,True,,,0.701797,0.676986,0.702457,0.678566,1.0,1.0,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,457c105631d8fe90d22282a2701b18ae3fc6ac5656171a42585088281e1c3d8c,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,H6-node30,1,1,True,True,True,True,True,,,0.656463,0.63699,0.649446,0.632814,0.9386745711380979,0.950561093535486,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,892e1b61d1bdf1ca995a2e67efef6b717ddadf189d24e2f01d0311a85dffdd2d,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,H6-node30,1,2,True,True,True,True,True,,,0.660485,0.638843,0.630811,0.604898,0.9544098203125564,0.9602604012439858,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,892e1b61d1bdf1ca995a2e67efef6b717ddadf189d24e2f01d0311a85dffdd2d,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,H6-node30,1,3,True,True,True,True,True,,,0.6587050000000001,0.638645,0.652668,0.632783,0.94981874706203,0.9580173169004789,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,892e1b61d1bdf1ca995a2e67efef6b717ddadf189d24e2f01d0311a85dffdd2d,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,H6-node30,1,4,True,True,True,True,True,,,0.6495869999999999,0.625608,0.634531,0.618931,0.9237834924436239,0.923601586755581,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,892e1b61d1bdf1ca995a2e67efef6b717ddadf189d24e2f01d0311a85dffdd2d,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,H6-node30,1,5,True,True,True,True,True,,,0.6598430000000001,0.633339,0.6730769999999999,0.644966,0.940219180190283,0.935527470287421,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,892e1b61d1bdf1ca995a2e67efef6b717ddadf189d24e2f01d0311a85dffdd2d,gate21_0_real_official_training,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,1,1,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,1,2,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,1,3,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,1,4,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,random-edge-relation-wise,1,5,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,675c1ffa5b95cb517b98d02878fe9f20ffbd64b8ef75841cec9d8898f937f680,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural30,1,1,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9280e204e228035524cf5cc210c6dacd68e9ee5cc7811d9ac2a7161dba558ed3,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural30,1,2,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9280e204e228035524cf5cc210c6dacd68e9ee5cc7811d9ac2a7161dba558ed3,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
IMDB,HeSF-RCS-auto structural30,1,3,False,False,False,False,False,cross_dataset_task_not_executed,No local official SeHGNN task metric exists for this required Gate21.14 cross-dataset method/seed.,NaN,NaN,NaN,NaN,NaN,NaN,"target-support,support-target-feedback,support-context,class-proxy,feature-redundant-attribute,cost-normalized-validation-utility",False,9280e204e228035524cf5cc210c6dacd68e9ee5cc7811d9ac2a7161dba558ed3,,cross_dataset,official_unmodified_schema_preserving,True,True,False,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,
